transaction_id,customer_id,amount,payment_method,failure_reason_raw,customer_ltv,recent_retries,time_since_last_attempt_mins,ideal_recovery_action
3d88de74-956e-4ec5-8e13-6f1880c6babe,3467f693-93c4-44e7-bdc2-f062feb03d6e,8019.85,UPI,insufficient_funds,34585.72,0,0,retry_later
18b6f601-ea84-4449-b08a-af6211236639,3c960f90-91bc-4916-b486-43fcc5a76976,11358.65,Debit Card,risk_flag,36306.04,0,0,give_up
bc56a547-4e95-4cbe-b606-e86fb08e2ad5,36ea15b4-c026-480e-b1d7-3f66aa70c8ce,4128.23,UPI,gateway_timeout,12572.12,0,0,retry_now
aa7e36b3-d5c4-46f9-a2c4-2fbd7a6922f8,a7d5f588-93c8-4cfa-b782-048ea685aa91,4037.4,UPI,incorrect_pin,2344.82,1,153,retry_later
e7da9eb0-7138-40a2-adb8-46d89a3952f2,3e781e7d-2ecd-4e09-9a40-9dba104e151b,12247.62,Credit Card,incorrect_pin,15388.86,2,235,switch_method
b2f5b72e-b463-4ea6-ab8c-0147dbc67458,cde1f4d5-f768-4154-baff-1732bf43ea29,441.45,Credit Card,expired_card,6700.76,0,0,switch_method
a077c9e1-f391-4ada-9466-3472c5d74841,2bdbc3f3-576a-407b-8b82-742fb6e1ef47,2054.21,Debit Card,incorrect_pin,10648.21,1,763,retry_later
e62178f7-09c9-4f6f-89d5-0848903849b8,ed12b5d1-bd2b-4124-a40c-784e60c469cc,6567.75,Wallet,gateway_timeout,19612.2,0,0,retry_now
d62e75ad-0106-495a-a8ad-47b0b9136f31,7fb3249d-8e66-44fe-afa4-d5e3f8de4b5b,13657.96,Net Banking,expired_card,22545.52,0,0,switch_method
f9dc9099-34d7-4c82-bc22-fc8afc720ad5,e4097740-ef21-46b2-b75e-2180e17880fe,6895.61,UPI,gateway_timeout,39823.59,1,1424,retry_later
4619739b-346e-4ff1-ba2d-0056dbf8c3fe,1c019602-3aa6-4007-8598-1bd4a6b8b0d7,7394.35,Credit Card,insufficient_funds,49001.63,0,0,retry_later
db1ab78a-653e-43ff-92e8-ce042792fabc,5fd6cbfc-5cad-473d-98ce-68aeba989a77,1941.91,UPI,gateway_timeout,3793.17,0,0,retry_now
1b6817ca-2d75-48a9-9187-f22a6d855e06,1ee0f8da-76e3-44c7-99fd-9f88c88d1bd2,2736.38,UPI,insufficient_funds,32043.74,0,0,retry_later
3dbe4c30-31ad-42c7-bedc-d2e5bf3c2cab,7a2f49a0-a6d9-45a2-a263-61293afa9d0d,2593.07,UPI,incorrect_pin,33377.89,0,0,retry_later
d179cfcf-25bb-4f0d-8ba8-efbc7ac5c213,8b2eb5d2-59f7-4e08-909a-97e6a9798de9,2663.39,UPI,insufficient_funds,13929.52,0,0,retry_later
2f2dd1c5-27e7-492b-81b3-687459a4469b,3d6b6b3c-cc3f-4596-b040-a36ee43b7de9,5470.41,UPI,insufficient_funds,10316.69,0,0,retry_later
2a9f953b-ec99-4c71-94aa-58e26a381bdd,82a45382-f9bb-4a1c-b75c-38a21a3db4cb,9422.23,Credit Card,incorrect_pin,39970.52,0,0,retry_later
3c53bb79-d2fd-4d9d-90de-fa1d5422be40,93994199-41fd-440c-a699-036182a0dbd6,4160.4,UPI,incorrect_pin,3053.9,3,1280,give_up
42cd959f-ade9-4b7d-9005-5ccaf5b3f423,f2b2ca16-6a29-4b25-9c56-2a8392f8659c,13861.39,UPI,gateway_timeout,26829.53,4,525,give_up
20c55f5c-e8af-4002-9f95-f6cb91ff2997,d932ec5e-ac20-486e-a84c-c102a6e265ad,559.88,Credit Card,gateway_timeout,37373.55,0,0,retry_now
f4dbf97c-4358-400d-b18d-6b7a29a70f83,7cb36563-9be4-4142-b1dd-0717f496e4b3,7986.38,UPI,gateway_timeout,25583.87,2,1297,retry_later
daf85b98-cb43-4f01-87bc-eded5276cdee,12701da0-a089-4c0c-98eb-529728ac5656,5665.49,Credit Card,incorrect_pin,13462.16,0,0,retry_later
e6cd4560-ac26-4fa9-ad6f-7324fce13fb9,3b408ac6-c7bf-4845-aff5-166606bb2e25,1805.23,UPI,gateway_timeout,16374.87,0,0,retry_now
e7b44c73-b993-427f-8444-9ea0f39aaebe,0739442c-4af9-4633-b40c-b155edac20b7,7481.65,Debit Card,incorrect_pin,39458.56,1,110,retry_later
bfcd2c93-74bd-4838-832f-7e07475d8be3,9ada3f0f-ced8-4a36-8721-1bea4e6716b8,8471.23,Credit Card,expired_card,29326.77,0,0,switch_method
b9dde997-fc33-4a52-8043-49c90a99a73f,3bd298eb-fca2-45bc-8dd6-174eab08c9ba,3672.85,UPI,gateway_timeout,30377.76,2,314,retry_later
5f63e4ad-11fe-4538-972b-b32fab057be2,a38b54cb-922c-4164-8c53-6e0ae1fc7964,3387.74,Wallet,risk_flag,376.72,3,623,give_up
59aa2996-5eba-4678-a42d-81c15b270837,2bebc446-3292-4eb4-9925-033e0e6d756f,13452.51,UPI,insufficient_funds,8668.68,0,0,retry_later
99321d9c-0603-4f68-a352-d9eabd3472d7,9f88eda3-6e66-43cc-b1e1-df731baf630f,1689.46,UPI,gateway_timeout,49118.93,0,0,retry_now
2d4c772e-429f-4a24-b346-e5bbb7052abc,44e33c8e-8267-4652-9fb1-20672a90601a,3875.96,UPI,risk_flag,40853.6,2,503,give_up
d6816394-ec0f-4a44-b0ac-c675492803da,ffc893f0-ee92-4bb9-bb44-6e55e938e24e,7154.53,Debit Card,expired_card,26751.84,1,172,switch_method
d902f8c7-6ba3-408a-a434-882806b61bf8,131419cc-b5a9-4942-91f0-e49117289574,7619.08,Debit Card,insufficient_funds,21271.82,0,0,retry_later
e894d130-05dc-4a14-b5f7-34bcaafedfe7,997b79e1-351f-4b30-bc29-975af3c98996,8722.76,UPI,insufficient_funds,14431.53,1,138,retry_later
e8345224-3f4e-42b6-98e5-0cc2f0dfeb5b,9b540d9e-dd57-4b01-9142-90e3fc66022d,5055.7,Net Banking,risk_flag,2591.18,0,0,give_up
5918e542-3615-4fd8-8ea1-24ce303c1c59,0f3bc227-6312-46cb-9221-3bab08aab64b,12150.02,UPI,insufficient_funds,16117.69,4,320,give_up
aa39e69d-e242-4436-92d0-986f32ec8623,4b2b1c93-45e7-455f-8185-a0fc2cf7dc1b,9095.47,UPI,insufficient_funds,23658.31,0,0,retry_later
f9868ec2-e45a-4e4a-a1a7-2fd43add5d03,55566b5d-47b2-4877-a019-f5537d92a41b,6133.69,Debit Card,insufficient_funds,37298.73,2,375,retry_later
05aefbf6-2a24-4e68-b535-80bc84214529,21aa5181-a49d-4160-9298-5e52dab1129b,11119.4,Wallet,gateway_timeout,3324.81,0,0,retry_now
c56b5968-5869-4421-9083-bec2c00c399f,f0da04b1-f63d-4f69-95c2-0c823254f1bc,3032.39,Credit Card,expired_card,39763.37,0,0,switch_method
dca144c8-7f44-4bdd-b7e3-9d0532314270,d1702a1a-bfea-46dd-8d9e-986b405ca91e,7850.75,UPI,insufficient_funds,33259.86,2,131,retry_later
238434fa-c82c-4d70-8122-a81dba3f5642,0e0ccb70-06e0-427f-834d-c44bfee8cf3e,10709.6,UPI,gateway_timeout,22597.43,1,799,retry_later
efe6f287-7fcf-49d3-a042-54f891d5eacc,b7a9a36c-0ce2-4311-9fdc-df41074822a8,3490.87,Credit Card,gateway_timeout,25136.02,1,1248,retry_later
c0003cfa-9328-480e-b7df-75ddbdf3e1be,e25efef8-3e96-4768-bb17-c9c75b86fa14,8147.31,UPI,gateway_timeout,11451.27,0,0,retry_now
0779d8a7-cad5-4316-9d3a-a9907e1478be,5be83358-18d7-4517-85c1-832f24f46b3c,2509.29,Credit Card,gateway_timeout,34685.88,1,1312,retry_later
526f4cc9-904a-4802-8b6b-b1e789aa57db,f0d2ab25-40dd-4bac-92c3-36fce7b1baac,4682.71,Credit Card,expired_card,7583.74,1,996,switch_method
11e6955e-e695-4fed-beae-ab26742ef226,e53f8dd0-22f0-47dd-998c-01cf56d1f1fa,7414.78,Debit Card,insufficient_funds,35703.2,0,0,retry_later
83da3285-3d62-42d2-98f4-912dad89d564,65baca07-6e0d-4bf4-86e7-f87c58f81d16,6860.43,Debit Card,insufficient_funds,18941.08,0,0,retry_later
2424b8fa-5303-483c-bdd1-7e623f175960,2fe90a32-70b6-48e4-af82-d953bef52057,6140.24,Credit Card,incorrect_pin,24317.87,0,0,retry_later
472a1456-e4e4-4ec7-b488-7e2736e31682,c65c0b3c-043a-41e5-acc1-00fdeaebe1e3,10745.52,Debit Card,insufficient_funds,28275.42,0,0,retry_later
350e1a0a-1216-4472-8034-32f27b501b74,5c4beefd-1a0d-4a00-a270-9602c7136757,3417.99,Credit Card,expired_card,17126.21,4,22,give_up
4a7efd92-a3bf-41ca-b9e9-df59dea9821b,18fe6686-df0c-44f4-aabe-57db38e5fcc8,7593.27,Credit Card,risk_flag,29311.49,0,0,give_up
867cae11-fc8a-4318-ac81-9c6f6d28c327,fdc767aa-d6ef-4db5-afd0-40a9c59abea4,8481.35,Credit Card,insufficient_funds,46605.91,2,1347,retry_later
dc49b791-e724-4418-b3eb-deab2d3452c7,a4ebbf70-99e2-43c6-920f-215807007a41,5622.79,Debit Card,insufficient_funds,38562.33,1,1013,retry_later
3af19c49-5935-4e00-88b6-ff582be55c18,d6908847-29ee-494e-814a-c189cde0a7b9,1850.93,UPI,insufficient_funds,45534.31,2,1428,retry_later
6b20bec2-d56d-4625-b190-21a22c3e09cd,9277a23c-d890-4820-9385-a3e0bcf24d21,4678.55,UPI,insufficient_funds,16607.32,2,370,retry_later
b9ecd148-a55c-41b1-9f04-6ad2526dc763,46e8336d-b7ef-4f97-8aa4-79469dfceebb,12044.77,Credit Card,gateway_timeout,16759.86,0,0,retry_now
d5355251-8549-4ee5-a286-2bceed8ccd98,32796300-1b05-4766-99c7-c4283dfffdb7,13798.64,UPI,gateway_timeout,26869.78,0,0,retry_now
c259ee5d-a3fa-4469-b76a-c6e81254f2eb,aa0e4a6c-fbdb-4b3a-b850-060c1b7e34c7,3376.83,UPI,gateway_timeout,22610.9,1,875,retry_later
44f0cd60-22ad-4b9c-8bc9-c2632aadd04d,587abd1f-635a-4a94-863e-9045551a7ee0,13723.54,Net Banking,insufficient_funds,20946.27,0,0,retry_later
0b5f53d2-08d8-4c9b-9ac9-84b353f45918,c09db3ca-d73d-4d81-b50d-7b5f9c08ab47,9956.43,UPI,gateway_timeout,654.72,1,966,retry_later
e2207f57-824c-4314-ae3c-6f9bfd2e21dd,8903fd8e-c801-4c5c-96ab-0106ed5efa84,1289.39,Wallet,insufficient_funds,20731.21,0,0,retry_later
